Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
-----------------------------------------------
                0.00    0.00    5431/5431        void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, int&, int&>(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, int&, int&) [158]
[154]    0.0    0.00    0.00    5431         void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, int&, int&>(std::pair<int, int>*, int&, int&) [154]
                0.00    0.00   10862/49562       int& std::forward<int&>(std::remove_reference<int&>::type&) [52]
                0.00    0.00    5431/42967       operator new(unsigned long, void*) [56]
                0.00    0.00    5431/5431        std::pair<int, int>::pair<int&, int&, true>(int&, int&) [159]
-----------------------------------------------
                0.00    0.00    5431/5431        peel_edges(BipartiteGraph&, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > const&, long long) [24]
[155]    0.0    0.00    0.00    5431         __gnu_cxx::__normal_iterator<EdgeButterfly const*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >::operator++() [155]
-----------------------------------------------
                0.00    0.00    5431/5431        peel_edges(BipartiteGraph&, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > const&, long long) [24]
[156]    0.0    0.00    0.00    5431         __gnu_cxx::__normal_iterator<EdgeButterfly const*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >::operator*() const [156]
-----------------------------------------------
                0.00    0.00     104/5431        void std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::_M_realloc_insert<EdgeButterfly>(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, EdgeButterfly&&) [301]
                0.00    0.00    5327/5431        EdgeButterfly& std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::emplace_back<EdgeButterfly>(EdgeButterfly&&) [160]
[157]    0.0    0.00    0.00    5431         void std::allocator_traits<std::allocator<EdgeButterfly> >::construct<EdgeButterfly, EdgeButterfly>(std::allocator<EdgeButterfly>&, EdgeButterfly*, EdgeButterfly&&) [157]
                0.00    0.00    5431/16397       EdgeButterfly&& std::forward<EdgeButterfly>(std::remove_reference<EdgeButterfly>::type&) [90]
                0.00    0.00    5431/5431        void __gnu_cxx::new_allocator<EdgeButterfly>::construct<EdgeButterfly, EdgeButterfly>(EdgeButterfly*, EdgeButterfly&&) [153]
-----------------------------------------------
                0.00    0.00    2374/5431        std::pair<int, int>& std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<int&, int&>(int&, int&) [14]
                0.00    0.00    3057/5431        void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&) [15]
[158]    0.0    0.00    0.00    5431         void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, int&, int&>(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, int&, int&) [158]
                0.00    0.00   10862/49562       int& std::forward<int&>(std::remove_reference<int&>::type&) [52]
                0.00    0.00    5431/5431        void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, int&, int&>(std::pair<int, int>*, int&, int&) [154]
-----------------------------------------------
                0.00    0.00    5431/5431        void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, int&, int&>(std::pair<int, int>*, int&, int&) [154]
[159]    0.0    0.00    0.00    5431         std::pair<int, int>::pair<int&, int&, true>(int&, int&) [159]
                0.00    0.00   10862/49562       int& std::forward<int&>(std::remove_reference<int&>::type&) [52]
-----------------------------------------------
                0.00    0.00    5431/5431        std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::push_back(EdgeButterfly&&) [162]
[160]    0.0    0.00    0.00    5431         EdgeButterfly& std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::emplace_back<EdgeButterfly>(EdgeButterfly&&) [160]
                0.00    0.00    5431/16397       EdgeButterfly&& std::forward<EdgeButterfly>(std::remove_reference<EdgeButterfly>::type&) [90]
                0.00    0.00    5431/5431        std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::back() [161]
                0.00    0.00    5327/5431        void std::allocator_traits<std::allocator<EdgeButterfly> >::construct<EdgeButterfly, EdgeButterfly>(std::allocator<EdgeButterfly>&, EdgeButterfly*, EdgeButterfly&&) [157]
                0.00    0.00     104/5575        std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::end() [151]
                0.00    0.00     104/104         void std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::_M_realloc_insert<EdgeButterfly>(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, EdgeButterfly&&) [301]
-----------------------------------------------
                0.00    0.00    5431/5431        EdgeButterfly& std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::emplace_back<EdgeButterfly>(EdgeButterfly&&) [160]
[161]    0.0    0.00    0.00    5431         std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::back() [161]
                0.00    0.00    5431/5575        std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::end() [151]
                0.00    0.00    5431/5959        __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >::operator-(long) const [147]
                0.00    0.00    5431/144568      __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >::operator*() const [38]
-----------------------------------------------
                0.00    0.00    5431/5431        count_butterflies(BipartiteGraph const&) [400]
[162]    0.0    0.00    0.00    5431         std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::push_back(EdgeButterfly&&) [162]
                0.00    0.00    5431/33386       std::remove_reference<EdgeButterfly&>::type&& std::move<EdgeButterfly&>(EdgeButterfly&) [63]
                0.00    0.00    5431/5431        EdgeButterfly& std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::emplace_back<EdgeButterfly>(EdgeButterfly&&) [160]
-----------------------------------------------
                0.00    0.00      10/5392        __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}> __gnu_cxx::__ops::__iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>(main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}) [410]
                0.00    0.00      10/5392        __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>::_Iter_comp_iter(main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}) [408]
                0.00    0.00    5372/5392        __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>::_Val_comp_iter(__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>&&) [164]
[163]    0.0    0.00    0.00    5392         std::remove_reference<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}&>::type&& std::move<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}&>(main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}&) [163]
-----------------------------------------------
                0.00    0.00    5372/5372        __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}> __gnu_cxx::__ops::__val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>(__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>) [165]
[164]    0.0    0.00    0.00    5372         __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>::_Val_comp_iter(__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>&&) [164]
                0.00    0.00    5372/5392        std::remove_reference<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}&>::type&& std::move<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}&>(main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}&) [163]
-----------------------------------------------
                0.00    0.00     101/5372        void std::__insertion_sort<__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}> >(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>) [455]
                0.00    0.00    5271/5372        void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}> >(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>) [464]
[165]    0.0    0.00    0.00    5372         __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}> __gnu_cxx::__ops::__val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>(__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>) [165]
                0.00    0.00    5372/5372        std::remove_reference<__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>&>::type&& std::move<__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>&>(__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>&) [167]
                0.00    0.00    5372/5372        __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>::_Val_comp_iter(__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>&&) [164]
-----------------------------------------------
                0.00    0.00     101/5372        void std::__insertion_sort<__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}> >(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>) [455]
                0.00    0.00    5271/5372        void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}> >(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>) [464]
[166]    0.0    0.00    0.00    5372         void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}> >(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>) [166]
                0.00    0.00   31620/144568      __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >::operator*() const [38]
                0.00    0.00   21182/33386       std::remove_reference<EdgeButterfly&>::type&& std::move<EdgeButterfly&>(EdgeButterfly&) [63]
                0.00    0.00   15810/34101       __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >::operator--() [62]
                0.00    0.00   15810/15810       bool __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>::operator()<EdgeButterfly, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > > >(EdgeButterfly&, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >) [92]
-----------------------------------------------
                0.00    0.00    5372/5372        __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}> __gnu_cxx::__ops::__val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>(__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>) [165]
[167]    0.0    0.00    0.00    5372         std::remove_reference<__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>&>::type&& std::move<__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>&>(__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>&) [167]
-----------------------------------------------
                0.00    0.00      41/4388        void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int const&, int const&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int const&, int const&) [23]
                0.00    0.00    1290/4388        std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::~_Vector_base() [212]
                0.00    0.00    3057/4388        void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&) [15]
[168]    0.0    0.00    0.00    4388         std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_deallocate(std::pair<int, int>*, unsigned long) [168]
                0.00    0.00    3098/3098        std::allocator_traits<std::allocator<std::pair<int, int> > >::deallocate(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, unsigned long) [178]
-----------------------------------------------
                0.00    0.00    1015/4185        void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [16]
                0.00    0.00    3170/4185        void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [8]
[169]    0.0    0.00    0.00    4185         __gnu_cxx::__ops::__val_comp_iter(__gnu_cxx::__ops::_Iter_less_iter) [169]
-----------------------------------------------
                0.00    0.00    1920/4044        std::move_iterator<int*> std::make_move_iterator<int*>(int*) [195]
                0.00    0.00    2124/4044        std::move_iterator<int*>::move_iterator(int*) [188]
[170]    0.0    0.00    0.00    4044         std::remove_reference<int*&>::type&& std::move<int*&>(int*&) [170]
-----------------------------------------------
                0.00    0.00    1920/3920        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::copy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [248]
                0.00    0.00    2000/3920        int* std::copy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*) [240]
[171]    0.0    0.00    0.00    3920         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [171]
-----------------------------------------------
                0.00    0.00     980/3540        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*) [244]
                0.00    0.00    2560/3540        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::vector<int, std::allocator<int> >::insert<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, void>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [223]
[172]    0.0    0.00    0.00    3540         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [172]
                0.00    0.00    3540/185546      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [33]
-----------------------------------------------
                0.00    0.00     960/3240        void std::advance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >&, unsigned long) [249]
                0.00    0.00    1000/3240        std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::difference_type std::distance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [241]
                0.00    0.00    1280/3240        void std::vector<int, std::allocator<int> >::_M_insert_dispatch<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::__false_type) [222]
[173]    0.0    0.00    0.00    3240         std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [173]
-----------------------------------------------
                0.00    0.00    3098/3098        std::allocator_traits<std::allocator<std::pair<int, int> > >::deallocate(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, unsigned long) [178]
[174]    0.0    0.00    0.00    3098         __gnu_cxx::new_allocator<std::pair<int, int> >::deallocate(std::pair<int, int>*, unsigned long) [174]
-----------------------------------------------
                0.00    0.00    3098/3098        std::allocator_traits<std::allocator<std::pair<int, int> > >::allocate(std::allocator<std::pair<int, int> >&, unsigned long) [179]
[175]    0.0    0.00    0.00    3098         __gnu_cxx::new_allocator<std::pair<int, int> >::allocate(unsigned long, void const*) [175]
                0.00    0.00    3098/9294        __gnu_cxx::new_allocator<std::pair<int, int> >::_M_max_size() const [103]
-----------------------------------------------
                0.00    0.00      41/3098        void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int const&, int const&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int const&, int const&) [23]
                0.00    0.00    3057/3098        void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&) [15]
[176]    0.0    0.00    0.00    3098         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_check_len(unsigned long, char const*) const [176]
                0.00    0.00   12392/12392       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::size() const [96]
                0.00    0.00    6196/6196        std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::max_size() const [140]
                0.00    0.00    3098/11666       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [98]
-----------------------------------------------
                0.00    0.00      41/3098        void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int const&, int const&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int const&, int const&) [23]
                0.00    0.00    3057/3098        void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&) [15]
[177]    0.0    0.00    0.00    3098         std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_allocate(unsigned long) [177]
                0.00    0.00    3098/3098        std::allocator_traits<std::allocator<std::pair<int, int> > >::allocate(std::allocator<std::pair<int, int> >&, unsigned long) [179]
-----------------------------------------------
                0.00    0.00    3098/3098        std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_deallocate(std::pair<int, int>*, unsigned long) [168]
[178]    0.0    0.00    0.00    3098         std::allocator_traits<std::allocator<std::pair<int, int> > >::deallocate(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, unsigned long) [178]
                0.00    0.00    3098/3098        __gnu_cxx::new_allocator<std::pair<int, int> >::deallocate(std::pair<int, int>*, unsigned long) [174]
-----------------------------------------------
                0.00    0.00    3098/3098        std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_allocate(unsigned long) [177]
[179]    0.0    0.00    0.00    3098         std::allocator_traits<std::allocator<std::pair<int, int> > >::allocate(std::allocator<std::pair<int, int> >&, unsigned long) [179]
                0.00    0.00    3098/3098        __gnu_cxx::new_allocator<std::pair<int, int> >::allocate(unsigned long, void const*) [175]
-----------------------------------------------
                0.00    0.00    2958/2958        std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [242]
[180]    0.0    0.00    0.00    2958         std::remove_reference<int&>::type&& std::move<int&>(int&) [180]
-----------------------------------------------
                0.00    0.00    2847/2847        main [1]
[181]    0.0    0.00    0.00    2847         std::setw(int) [181]
-----------------------------------------------
                0.00    0.00       2/2602        bool __gnu_cxx::operator==<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [494]
                0.00    0.00      40/2602        int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [327]
                0.00    0.00    2560/2602        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [219]
[182]    0.0    0.00    0.00    2602         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [182]
-----------------------------------------------
                0.00    0.00      20/2540        std::vector<VVertexInfo, std::allocator<VVertexInfo> >::begin() [368]
                0.00    0.00      20/2540        std::vector<VVertexInfo, std::allocator<VVertexInfo> >::end() [367]
                0.00    0.00     613/2540        __gnu_cxx::__normal_iterator<VVertexInfo*, std::vector<VVertexInfo, std::allocator<VVertexInfo> > >::operator-(long) const [258]
                0.00    0.00    1887/2540        __gnu_cxx::__normal_iterator<VVertexInfo*, std::vector<VVertexInfo, std::allocator<VVertexInfo> > >::operator+(long) const [197]
[183]    0.0    0.00    0.00    2540         __gnu_cxx::__normal_iterator<VVertexInfo*, std::vector<VVertexInfo, std::allocator<VVertexInfo> > >::__normal_iterator(VVertexInfo* const&) [183]
-----------------------------------------------
                0.00    0.00    2225/2225        __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}> >(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>) [262]
[184]    0.0    0.00    0.00    2225         bool __gnu_cxx::operator< <EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > > const&, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > > const&) [184]
                0.00    0.00    4450/51858       __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >::base() const [50]
-----------------------------------------------
