Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
  0.00      0.01     0.00        9     0.00     0.00  VVertexInfo* std::__copy_move_backward_a1<true, VVertexInfo*, VVertexInfo*>(VVertexInfo*, VVertexInfo*, VVertexInfo*)
  0.00      0.01     0.00        9     0.00     0.00  VVertexInfo* std::__copy_move_backward_a2<true, VVertexInfo*, VVertexInfo*>(VVertexInfo*, VVertexInfo*, VVertexInfo*)
  0.00      0.01     0.00        3     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const
  0.00      0.01     0.00        2     0.00     0.00  int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)
  0.00      0.01     0.00        2     0.00     0.00  std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const
  0.00      0.01     0.00        2     0.00     0.00  std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int)
  0.00      0.01     0.00        2     0.00     0.00  __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Range_chk::_S_chk(long, std::integral_constant<bool, true>)
  0.00      0.01     0.00        2     0.00     0.00  __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::_Save_errno()
  0.00      0.01     0.00        2     0.00     0.00  __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::~_Save_errno()
  0.00      0.01     0.00        1     0.00     0.00  load_graph(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.01     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.01     0.00        1     0.00     0.00  bool __gnu_cxx::__is_null_pointer<char const>(char const*)
  0.00      0.01     0.00        1     0.00     0.00  bool __gnu_cxx::operator==<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&)
  0.00      0.01     0.00        1     0.00     0.00  bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&)
  0.00      0.01     0.00        1     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000l> >::count() const
  0.00      0.01     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >::empty() const
  0.00      0.01     0.00        1     0.00     0.00  std::char_traits<char>::length(char const*)
  0.00      0.01     0.00        1     0.00     0.00  std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      0.01     0.00        1     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::ratio<1l, 1000000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      0.01     0.00        1     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&)
  0.00      0.01     0.00        1     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000l> >::duration<long, void>(long const&)
  0.00      0.01     0.00        1     0.00     0.00  std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&)
  0.00      0.01     0.00        1     0.00     0.00  std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      0.01     0.00        1     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)
  0.00      0.01     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&)
  0.00      0.01     0.00        1     0.00     0.00  std::iterator_traits<char const*>::difference_type std::__distance<char const*>(char const*, char const*, std::random_access_iterator_tag)
  0.00      0.01     0.00        1     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::max_element<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      0.01     0.00        1     0.00     0.00  std::setprecision(int)
  0.00      0.01     0.00        1     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__max_element<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter)
  0.00      0.01     0.00        1     0.00     0.00  std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&)
  0.00      0.01     0.00        1     0.00     0.00  std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*)
  0.00      0.01     0.00        1     0.00     0.00  bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
  0.00      0.01     0.00        1     0.00     0.00  bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 100.00% of 0.01 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]    100.0    0.00    0.01                 main [1]
                0.00    0.01      10/10          preprocess_graph(BipartiteGraph&) [3]
                0.00    0.00      10/10          peel_edges(BipartiteGraph&, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > const&, long long) [24]
                0.00    0.00   16323/21774       bool __gnu_cxx::operator!=<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > > const&, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > > const&) [68]
                0.00    0.00   16293/144568      __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >::operator*() const [38]
                0.00    0.00   16293/36987       __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >::operator++() [58]
                0.00    0.00    2847/2847        std::setw(int) [181]
                0.00    0.00      40/144         std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::begin() [288]
                0.00    0.00      40/5575        std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::end() [151]
                0.00    0.00      11/11          BipartiteGraph::~BipartiteGraph() [395]
                0.00    0.00      10/10          count_butterflies(BipartiteGraph const&) [400]
                0.00    0.00      10/10          void std::sort<__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}) [468]
                0.00    0.00      10/10          BipartiteGraph::operator=(BipartiteGraph&&) [401]
                0.00    0.00      10/10          std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::~vector() [445]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [506]
                0.00    0.00       1/1           load_graph(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [491]
                0.00    0.00       1/1           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [503]
                0.00    0.00       1/1           std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [499]
                0.00    0.00       1/1           std::setprecision(int) [509]
                0.00    0.00       1/1           std::chrono::duration<long, std::ratio<1l, 1000l> >::count() const [496]
-----------------------------------------------
                0.00    0.00     492/18937       void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [8]
                0.00    0.00     545/18937       std::pair<int, int>* std::__copy_move_backward<true, false, std::random_access_iterator_tag>::__copy_move_b<std::pair<int, int>*, std::pair<int, int>*>(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*) [17]
                0.00    0.00    6026/18937       void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [13]
                0.01    0.00   11874/18937       void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Val_less_iter) [7]
[2]    100.0    0.01    0.00   18937         std::remove_reference<std::pair<int, int>&>::type&& std::move<std::pair<int, int>&>(std::pair<int, int>&) [2]
-----------------------------------------------
                0.00    0.01      10/10          main [1]
[3]     99.6    0.00    0.01      10         preprocess_graph(BipartiteGraph&) [3]
                0.00    0.01    1280/1280        void std::sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [4]
                0.00    0.00    5431/5431        std::pair<int, int>& std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<int&, int&>(int&, int&) [14]
                0.00    0.00   34273/43672       std::vector<int, std::allocator<int> >::operator[](unsigned long) [55]
                0.00    0.00   14140/14140       std::vector<VVertexInfo, std::allocator<VVertexInfo> >::operator[](unsigned long) [94]
                0.00    0.00    7080/14170       bool __gnu_cxx::operator!=<VVertexInfo*, std::vector<VVertexInfo, std::allocator<VVertexInfo> > >(__gnu_cxx::__normal_iterator<VVertexInfo*, std::vector<VVertexInfo, std::allocator<VVertexInfo> > > const&, __gnu_cxx::__normal_iterator<VVertexInfo*, std::vector<VVertexInfo, std::allocator<VVertexInfo> > > const&) [93]
                0.00    0.00    7070/158117      __gnu_cxx::__normal_iterator<VVertexInfo*, std::vector<VVertexInfo, std::allocator<VVertexInfo> > >::operator*() const [36]
                0.00    0.00    7070/34151       __gnu_cxx::__normal_iterator<VVertexInfo*, std::vector<VVertexInfo, std::allocator<VVertexInfo> > >::operator++() [61]
                0.00    0.00    6711/150800      bool __gnu_cxx::operator!=<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [37]
                0.00    0.00    5441/174049      bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [35]
                0.00    0.00    5431/94598       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [41]
                0.00    0.00    5431/93891       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [42]
                0.00    0.00    5431/184392      __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator*() const [34]
                0.00    0.00    5431/17488       std::vector<int, std::allocator<int> >::push_back(int const&) [76]
                0.00    0.00    5431/143930      __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator++() [39]
                0.00    0.00    2560/16741       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() [88]
                0.00    0.00    2560/11089       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::begin() [99]
                0.00    0.00    1290/37906       std::vector<int, std::allocator<int> >::size() const [57]
                0.00    0.00    1280/1290        std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::vector() [213]
                0.00    0.00    1280/1290        std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::~vector() [214]
                0.00    0.00      40/8433        std::vector<int, std::allocator<int> >::~vector() [119]
                0.00    0.00      30/8413        std::allocator<int>::allocator() [121]
                0.00    0.00      30/8513        std::allocator<int>::~allocator() [105]
                0.00    0.00      20/20          std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [377]
                0.00    0.00      20/20          std::vector<VVertexInfo, std::allocator<VVertexInfo> >::end() [367]
                0.00    0.00      20/20          std::vector<VVertexInfo, std::allocator<VVertexInfo> >::begin() [368]
                0.00    0.00      20/20          std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [379]
                0.00    0.00      10/91163       std::vector<int, std::allocator<int> >::begin() [44]
                0.00    0.00      10/90843       std::vector<int, std::allocator<int> >::end() [45]
                0.00    0.00      10/10          std::allocator<VVertexInfo>::allocator() [416]
                0.00    0.00      10/10          std::vector<VVertexInfo, std::allocator<VVertexInfo> >::vector(unsigned long, std::allocator<VVertexInfo> const&) [442]
                0.00    0.00      10/30          std::allocator<VVertexInfo>::~allocator() [334]
                0.00    0.00      10/10          void std::sort<__gnu_cxx::__normal_iterator<VVertexInfo*, std::vector<VVertexInfo, std::allocator<VVertexInfo> > >, preprocess_graph(BipartiteGraph&)::{lambda(VVertexInfo const&, VVertexInfo const&)#1}>(__gnu_cxx::__normal_iterator<VVertexInfo*, std::vector<VVertexInfo, std::allocator<VVertexInfo> > >, __gnu_cxx::__normal_iterator<VVertexInfo*, std::vector<VVertexInfo, std::allocator<VVertexInfo> > >, preprocess_graph(BipartiteGraph&)::{lambda(VVertexInfo const&, VVertexInfo const&)#1}) [467]
                0.00    0.00      10/10          std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [448]
                0.00    0.00      10/8383        std::vector<int, std::allocator<int> >::vector() [125]
                0.00    0.00      10/10          std::vector<int, std::allocator<int> >::reserve(unsigned long) [447]
                0.00    0.00      10/10          std::vector<VVertexInfo, std::allocator<VVertexInfo> >::~vector() [443]
-----------------------------------------------
                0.00    0.01    1280/1280        preprocess_graph(BipartiteGraph&) [3]
[4]     68.2    0.00    0.01    1280         void std::sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [4]
                0.00    0.01    1280/1280        void std::__sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [5]
                0.00    0.00    1280/1281        __gnu_cxx::__ops::__iter_less_iter() [217]
-----------------------------------------------
                0.00    0.01    1280/1280        void std::sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [4]
[5]     68.2    0.00    0.01    1280         void std::__sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [5]
                0.00    0.01    1000/1000        void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [6]
                0.00    0.00    1280/150800      bool __gnu_cxx::operator!=<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [37]
                0.00    0.00    1000/6419        __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::difference_type __gnu_cxx::operator-<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [137]
                0.00    0.00    1000/1020        std::__lg(long) [232]
                0.00    0.00    1000/1000        void std::__introsort_loop<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, long, __gnu_cxx::__ops::_Iter_less_iter) [237]
-----------------------------------------------
                0.00    0.01    1000/1000        void std::__sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [5]
[6]     68.2    0.00    0.01    1000         void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [6]
                0.00    0.01    1000/1000        void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [8]
                0.00    0.00      10/10          void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [16]
                0.00    0.00    1000/6419        __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::difference_type __gnu_cxx::operator-<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [137]
                0.00    0.00      20/1833        __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator+(long) const [199]
-----------------------------------------------
                0.00    0.00    1015/4185        void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [16]
                0.00    0.00    3170/4185        void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [8]
[7]     62.7    0.00    0.01    4185         void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Val_less_iter) [7]
                0.01    0.00   11874/18937       std::remove_reference<std::pair<int, int>&>::type&& std::move<std::pair<int, int>&>(std::pair<int, int>&) [2]
                0.00    0.00   15378/184392      __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator*() const [34]
                0.00    0.00    7689/10089       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator--() [102]
                0.00    0.00    7689/8480        std::pair<int, int>::operator=(std::pair<int, int>&&) [114]
                0.00    0.00    7689/7689        bool __gnu_cxx::__ops::_Val_less_iter::operator()<std::pair<int, int>, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(std::pair<int, int>&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) const [129]
-----------------------------------------------
